,price,floor,bedroomCount,netHabitableSurface,bathroomCount,condition
4314,265000,0,2,85,1,4
4315,250000,6,2,85,1,4
4317,299000,2,1,70,1,3
4321,189000,1,1,83,1,4
4324,269000,3,2,120,1,4
4325,289000,2,1,68,1,5
4326,1250000,5,3,105,3,4
4329,320000,3,3,120,1,2
4332,234000,0,1,63,1,0
4334,135000,1,2,100,1,4
4335,340000,1,2,89,1,4
4339,460000,0,3,320,2,4
4341,179000,14,2,93,1,4
4342,439000,3,2,105,1,4
4344,233000,0,3,110,1,4
4345,255000,1,2,81,1,4
4347,249000,2,2,92,1,4
4348,249000,2,2,70,1,5
4349,209000,2,2,87,1,4
4351,205000,3,2,88,1,4
4352,189000,1,2,86,1,5
4354,250000,1,2,99,1,4
4355,150000,7,1,50,1,0
4357,239000,0,2,80,1,4
4358,239000,4,2,100,1,4
4359,225000,1,2,86,1,4
4360,149000,1,3,93,1,4
4361,119000,0,2,47,1,4
4362,935000,0,2,146,2,4
4364,125000,1,2,66,1,4
4366,265000,3,2,128,1,2
4367,149000,0,1,80,1,4
4368,265000,1,1,75,1,4
4371,479000,4,2,164,1,4
4376,279000,4,2,78,1,4
4377,469000,1,4,160,1,3
4378,605000,3,2,125,1,3
4381,239000,0,2,80,1,4
4382,629000,0,3,185,2,4
4383,595000,0,3,92,2,5
4385,120000,1,0,28,1,5
4386,425000,8,2,104,2,5
4387,230000,2,2,107,1,4
4388,299000,2,2,91,1,5
4391,345000,1,2,85,1,5
4392,239000,0,2,85,1,0
4393,239000,3,2,85,1,0
4394,225000,5,1,70,1,5
4395,225000,2,3,117,1,5
4397,495000,3,3,138,1,5
4398,319000,3,1,88,1,5
4399,245000,0,1,49,1,5
4400,695000,1,2,87,1,5
4401,1795000,3,3,125,3,3
4403,375000,2,3,155,1,5
4406,254000,0,2,67,1,5
4411,159000,2,2,74,1,0
4413,295000,2,2,85,1,5
4415,163000,0,1,23,1,5
4416,163000,0,1,23,1,5
4420,325000,10,2,66,1,5
4423,695000,7,2,84,1,5
4424,209000,0,2,73,1,5
4425,299000,0,3,115,2,5
4427,149000,3,0,18,1,4
4429,329000,0,2,125,1,4
4430,449000,3,3,185,2,4
4431,275000,1,2,102,1,4
4432,175000,1,2,90,1,4
4433,525000,2,3,87,2,4
4434,375000,2,2,52,2,4
4436,249000,3,2,90,1,4
4438,399000,4,3,145,2,4
4440,275000,8,3,105,1,4
4441,315000,1,1,53,1,5
4442,209000,7,2,75,1,2
4443,495000,1,3,106,2,5
4444,240000,1,2,85,1,4
4445,385000,6,2,76,1,5
4446,654000,3,2,136,2,5
4447,180000,6,1,72,1,2
4448,235000,1,1,65,1,2
4449,685000,0,6,255,3,2
4450,279000,1,3,126,1,4
4451,575000,2,2,170,1,4
4452,245000,2,2,104,1,4
4453,285000,3,2,70,1,4
4454,285000,3,2,70,1,4
4455,1395000,2,3,115,2,5
4456,208000,7,2,70,1,0
4457,279000,0,2,85,1,4
4459,349000,3,3,118,1,5
4460,550000,3,3,140,2,5
4461,254000,0,4,116,1,5
4462,390000,2,3,85,1,5
4464,279000,1,1,63,1,5
4466,374900,5,2,110,1,5
4468,279000,3,2,85,1,5
4469,485000,1,3,145,2,4
4470,579000,2,2,222,2,5
4471,239000,0,2,80,1,5
4472,295000,1,3,128,3,5
4474,345000,0,2,91,1,5
4476,255000,1,2,105,1,4
4479,420000,3,2,100,1,5
4486,329000,1,2,93,1,5
4487,339000,0,3,129,1,5
4488,319000,0,2,98,1,5
4489,159000,0,2,60,1,2
4490,189000,2,2,71,2,2
4491,324000,1,2,90,1,5
4492,374000,2,3,121,1,5
4493,259500,0,2,102,1,5
4494,329500,0,3,141,1,5
4495,300000,0,2,128,1,5
4496,285500,0,2,112,1,5
4497,199500,1,1,71,1,5
4498,319500,1,2,128,1,5
4499,234500,2,2,84,1,5
4500,329500,2,2,128,1,5
4501,435500,3,2,134,1,5
4503,205500,2,1,71,1,5
4505,195000,1,2,102,1,5
4506,169000,1,1,50,1,0
4507,140000,0,2,70,1,3
4508,239000,2,2,100,1,0
4509,115000,0,1,73,1,4
4510,127000,1,3,96,1,0
4511,269000,0,1,64,1,5
4512,345000,2,2,95,1,5
4513,149000,2,2,68,1,0
4514,223000,3,1,69,1,5
4515,280000,2,3,96,1,5
4517,1695000,1,4,326,3,4
4518,214000,3,2,80,1,5
4526,269000,2,3,85,1,5
4527,1200000,1,2,146,1,5
4529,795000,3,3,90,2,5
4530,429000,3,3,97,1,4
4531,199000,0,3,150,1,4
4532,209000,1,1,72,1,4
4533,329000,5,1,96,1,4
4534,295000,6,2,104,1,5
4537,300000,0,2,117,2,3
4539,139000,0,1,56,1,0
4540,260000,0,2,82,1,4
4541,990000,0,3,260,3,2
4542,1185000,2,4,295,2,5
4543,165000,1,2,94,1,4
4544,79000,1,1,34,1,4
4545,249000,0,1,67,1,5
4547,654000,3,2,136,2,5
4548,385000,0,2,100,1,5
4550,290000,0,2,93,1,5
4551,465000,1,3,150,1,5
4554,449000,1,3,110,1,5
4555,270000,1,2,112,1,5
4556,435000,3,2,97,1,5
4558,199000,1,2,88,1,3
4566,295000,2,2,95,1,4
4567,215000,2,1,65,1,5
4568,395000,1,2,112,1,4
4569,140000,3,1,65,1,2
4571,335000,1,2,80,1,3
4572,335000,2,2,80,1,3
4573,330000,3,2,75,1,3
4574,235000,0,1,56,1,5
4576,335000,2,2,80,1,5
4578,330000,3,2,75,1,5
4579,335000,1,2,80,1,5
4581,219000,8,1,70,1,5
4588,220000,1,2,75,1,4
4589,305000,0,2,88,1,5
4593,225000,1,2,64,1,5
4594,745000,0,4,298,2,4
4595,180000,8,3,110,1,4
4596,239900,2,3,97,1,0
4597,640000,2,3,147,2,5
4598,184000,0,2,88,1,4
4600,153000,0,1,66,1,5
4602,340000,0,1,85,1,5
4605,299000,8,1,95,1,4
4606,229000,1,2,80,1,4
4607,220000,1,2,70,1,0
4608,195000,1,1,60,1,4
4609,195000,1,1,60,1,4
4610,225000,0,2,228,1,4
4611,159000,0,3,85,1,4
4612,330000,1,2,115,1,4
4613,1140000,0,2,236,2,4
4615,189000,1,3,95,1,4
4616,239000,1,3,109,2,5
4618,345000,4,3,115,1,4
4619,350000,0,2,172,2,4
4620,768000,2,3,239,2,5
4621,265000,2,2,72,1,5
4622,765000,2,3,185,2,3
4623,370000,0,3,109,1,4
4624,389000,3,3,130,1,3
4625,645000,0,3,178,3,4
4627,129000,1,0,54,1,0
4630,255000,1,3,108,1,4
4631,135000,8,1,52,1,0
4633,777000,2,3,281,1,3
4634,324500,1,3,135,1,4
4635,285000,5,3,120,1,4
4637,260000,3,2,86,1,4
4638,289000,2,1,76,1,4
4641,245000,0,2,70,1,5
4646,485000,0,2,120,1,5
4647,249000,6,2,92,1,5
4650,155000,5,1,63,1,4
4652,475000,3,3,136,2,3
4655,211000,0,2,92,2,5
4656,299000,3,2,115,1,4
4657,269000,2,2,95,1,5
4658,159500,2,2,80,1,4
4659,210000,2,1,54,1,4
4662,567200,3,3,130,2,5
4663,154500,11,2,66,1,2
4664,229000,0,2,91,1,0
4667,540000,1,2,142,2,3
4669,209000,1,1,59,1,5
4672,231000,2,3,109,2,5
4673,530000,5,3,108,1,5
4674,110000,5,1,42,1,0
4675,530000,5,3,108,1,5
4676,349000,0,2,100,1,4
4679,350000,0,2,87,1,3
4680,495000,0,3,168,3,3
4681,420000,2,2,121,1,3
4682,495000,2,2,142,2,3
4683,375000,0,1,86,1,3
4684,485000,5,3,150,2,2
4686,260000,3,2,97,1,4
4688,140000,2,2,77,1,2
4689,145000,1,2,77,1,2
4691,199500,4,3,98,1,4
4692,229900,7,2,114,1,4
4693,761672,3,3,163,1,5
4696,180000,3,1,60,1,3
4697,235000,2,1,64,1,5
4700,673500,6,3,123,2,5
4703,199000,2,2,113,1,4
4708,345000,1,3,155,2,2
4716,565000,0,3,120,2,5
4717,207500,5,3,106,1,4
4718,275000,2,2,87,1,2
4719,199500,2,2,82,1,4
4720,280000,0,2,89,1,5
4721,1490000,0,3,319,3,5
4722,279000,2,2,100,1,4
4724,237000,4,3,118,1,4
4727,519000,1,3,178,2,4
4728,349000,6,2,78,1,0
4732,450000,2,2,125,1,5
4733,1070000,3,3,86,1,5
4734,450000,2,2,125,1,5
4735,288000,1,2,121,1,4
4738,695000,6,4,238,2,4
4739,235000,1,2,92,1,5
4740,229000,1,2,98,1,0
4741,349000,1,4,140,1,4
4742,265000,0,2,85,1,3
4743,259000,3,2,106,1,0
4744,235000,2,2,73,1,3
4745,229000,1,2,73,1,3
4746,289000,2,2,106,1,3
4747,245000,2,2,106,1,4
4748,299500,2,2,102,2,3
4749,199000,1,1,55,1,3
4750,184000,4,1,80,1,4
4751,349000,1,4,140,1,4
4753,210000,2,2,91,1,4
4754,490000,2,4,160,1,4
4755,219000,1,2,80,1,4
4757,297000,2,2,77,1,3
4758,369500,0,2,85,1,4
4759,215000,0,2,115,1,4
4760,225000,0,2,105,1,5
4761,1058000,0,2,177,2,4
4762,595000,1,3,146,2,4
4763,575000,5,2,168,1,4
4764,249000,2,1,75,1,4
4765,475000,6,3,152,1,4
4770,119000,1,2,115,1,4
4771,265000,3,3,161,1,5
4773,355000,0,2,95,1,4
4774,249000,0,2,110,1,5
4776,269000,4,2,92,1,4
4777,79000,1,1,33,1,4
4778,129500,2,2,68,1,4
4782,239500,0,1,57,1,5
4785,258000,0,2,81,1,4
4787,159000,0,2,101,1,4
4788,389000,0,2,121,2,5
4789,379000,0,2,124,2,5
4791,299900,3,3,129,1,0
4792,599000,2,3,93,2,4
4793,299000,1,3,114,2,2
4796,175000,1,2,65,1,4
4797,195000,2,3,83,1,0
4798,375000,4,3,100,1,4
4800,295000,4,1,79,1,4
4801,625000,3,3,146,2,4
4802,610000,2,3,147,2,4
4803,595000,1,3,146,2,4
4805,179000,0,1,61,1,5
4807,339000,7,2,68,1,4
4808,169000,0,3,87,1,0
4811,280000,2,2,77,1,4
4812,249000,0,2,220,1,0
4813,130000,0,0,40,1,3
4814,279900,0,2,120,1,4
4815,520000,5,3,84,1,4
4816,239500,0,2,90,1,5
4823,349990,0,3,120,1,5
4825,429990,1,3,132,2,5
4837,248000,2,3,119,1,5
4839,250000,3,2,68,1,4
4842,199000,3,2,74,1,5
4844,410000,2,2,127,2,5
4846,170000,3,1,63,1,0
4848,334000,2,2,93,1,5
4851,70000,6,0,28,1,0
4853,840000,3,4,128,1,4
4855,324000,2,3,126,1,4
4863,185000,0,3,117,1,5
4865,199500,4,2,84,1,5
4867,157000,2,3,75,1,3
4873,225000,1,2,106,1,0
4874,225000,1,1,90,1,5
4883,169000,3,2,93,1,2
4888,525000,1,2,80,1,5
4891,199000,3,2,80,1,0
4894,430000,0,2,133,1,4
4896,335000,1,2,63,1,5
4897,219000,1,4,135,1,5
4899,287000,2,2,85,1,4
4901,179000,3,1,52,1,5
4902,350000,1,2,110,1,4
4903,179000,2,1,52,1,5
4904,370000,3,2,89,1,4
4905,220000,3,2,77,1,4
4906,169000,1,2,62,1,2
4907,415000,3,2,115,1,4
4908,995000,4,3,220,3,3
4909,302000,0,1,91,1,5
4910,629000,6,3,139,2,5
4911,345000,6,1,74,1,5
4913,229000,5,2,85,1,4
4914,329900,1,2,95,1,5
4915,509000,1,3,142,2,5
4916,312500,2,3,106,1,5
4917,339900,2,3,105,1,5
4918,329900,2,2,95,1,5
4919,469000,2,3,130,1,0
4920,549000,0,1,115,1,4
4921,184000,4,2,76,1,4
4930,360000,0,2,100,1,5
4933,250000,0,2,163,1,5
4936,1075000,1,3,160,2,5
4938,390000,1,1,98,1,4
4941,269990,2,2,84,1,5
4942,313140,3,2,101,1,5
4947,395000,0,4,175,2,0
4948,155000,2,2,85,1,4
4949,215000,1,2,77,1,4
4950,345000,3,1,127,1,5
4951,189000,1,2,70,1,4
4952,179000,2,2,60,1,4
4954,365000,1,1,81,1,5
4955,350000,2,1,81,1,5
4956,285000,4,2,87,1,0
4957,299000,1,2,85,1,5
4958,379000,0,2,95,1,5
4960,294000,0,2,121,1,5
4961,245000,8,2,82,1,0
4962,345000,2,2,104,1,5
4963,295000,0,3,186,1,5
4964,114000,0,0,32,1,4
4965,175000,2,1,60,1,4
4966,295000,2,2,76,1,5
4967,175000,2,3,112,1,1
4971,345000,0,2,95,1,4
4972,179000,7,3,81,1,0
4975,140000,0,2,50,1,5
4976,99000,5,0,34,1,4
4978,2450000,8,2,111,1,4
4980,155000,8,0,35,1,2
4982,1795000,3,3,115,3,5
4983,325000,2,3,150,1,4
4984,273000,0,3,100,1,5
4985,219000,3,2,85,1,0
4987,78000,5,1,45,1,0
4988,320000,0,1,100,2,4
4989,119000,0,2,97,1,4
4990,299000,0,2,99,2,4
4991,495000,5,2,150,2,0
4992,218000,1,2,87,1,4
4993,475000,0,1,59,1,4
4994,1250000,5,2,108,2,4
4995,645000,1,2,84,2,5
4996,279000,0,1,79,1,5
4997,299000,0,2,113,1,5
4999,547500,0,2,160,1,4
5000,155000,0,1,40,1,5
5005,249000,10,2,110,1,4
5007,364500,4,2,120,1,4
5014,199000,2,1,61,1,4
5015,189000,3,1,59,1,4
5017,285000,11,2,75,1,4
5018,285000,11,2,75,1,4
5019,499000,0,2,135,1,2
5021,349000,0,2,82,1,4
5022,280000,4,2,75,1,5
5023,199500,3,3,115,1,4
5025,259000,2,2,85,1,5
5027,169000,0,2,75,1,4
5030,225000,2,2,104,1,4
5031,355000,3,2,95,1,5
5032,365000,3,2,98,2,5
5033,295000,0,1,85,1,4
5038,366000,1,3,122,1,3
5039,725000,0,3,110,1,5
5040,220000,5,1,65,1,5
5041,225000,2,1,69,1,5
5044,97500,2,1,40,1,2
5045,245000,0,2,78,1,4
5047,430000,4,2,84,1,4
5048,360000,5,2,100,1,4
5051,279900,1,2,81,1,4
5053,845000,0,3,230,3,4
5054,250000,0,3,123,1,4
5057,385000,2,2,90,1,4
5058,495000,2,1,60,1,4
5062,119000,3,0,41,1,5
5063,185000,2,1,25,1,4
5064,150000,1,0,30,1,0
5065,159000,2,2,80,1,4
5066,575000,0,3,110,2,5
5067,229000,7,1,69,1,3
5069,245000,1,2,91,1,4
5070,299000,0,2,87,1,5
5071,310000,2,2,91,1,4
5073,478000,3,2,106,1,4
5074,249000,1,2,117,1,4
5075,255000,0,2,137,1,5
5076,280000,1,2,125,1,5
5080,199000,2,2,91,1,4
5082,285000,0,3,110,1,5
5085,349000,0,2,100,2,4
5086,255000,2,3,96,1,2
5087,259000,0,2,117,1,5
5090,269000,2,3,115,1,5
5096,649000,6,3,176,1,4
5098,415000,4,3,145,2,4
5100,649000,3,2,94,2,4
5101,430000,7,2,84,1,4
5102,99000,1,1,50,1,0
5104,394000,0,2,112,1,5
5107,275000,10,1,33,1,5
5108,269500,0,1,152,1,5
5109,199500,2,2,73,1,5
5110,329000,1,2,135,1,4
5111,341000,1,2,92,1,5
5114,235000,2,1,64,1,5
5116,257000,1,2,105,1,4
5117,249000,3,2,150,1,4
5118,274000,0,2,86,1,4
5119,129500,1,2,90,1,0
5120,299000,4,2,90,1,5
5122,269000,2,2,114,1,4
5123,270000,2,2,95,1,5
5126,500000,4,2,102,2,4
5127,520000,5,2,117,1,5
5133,150000,3,1,54,1,0
5136,324000,1,2,96,1,5
5137,199000,3,2,75,1,2
5140,225000,0,2,50,1,5
5143,140000,2,2,93,1,0
5145,198000,0,2,75,1,3
5146,589000,2,3,78,2,5
5148,248999,2,3,116,2,5
5149,330000,1,2,106,1,5
5150,445000,2,1,76,1,5
5151,539000,0,3,171,2,5
5152,439000,2,3,130,2,5
5153,310000,8,2,73,1,2
5154,225000,9,3,110,1,4
5156,599000,2,3,97,2,4
5163,339000,2,2,110,1,4
5164,200000,0,1,50,1,5
5167,525000,2,2,110,1,4
5172,1195000,4,3,281,3,4
5173,550000,3,3,134,2,4
5174,1195000,4,3,281,3,4
5175,220000,0,1,60,1,2
5176,239000,1,2,83,1,4
5177,215000,1,2,70,1,5
5178,130000,0,3,120,2,4
5182,172000,1,2,82,1,5
5184,210000,0,1,75,1,4
5185,529000,0,3,160,2,4
5187,228000,1,3,113,1,4
5189,299000,2,2,116,1,5
5191,395000,0,3,125,2,5
5194,218500,1,3,129,1,5
5195,559000,5,3,185,1,4
5196,199000,2,2,90,1,4
5197,277000,2,2,96,1,5
5199,315000,0,2,80,1,4
5200,250000,0,1,80,1,0
5201,290000,0,2,91,1,4
5202,270000,0,2,99,1,0
5203,250000,0,1,85,1,0
5204,280000,0,2,99,1,0
5205,315000,0,2,99,1,4
5206,275000,0,2,67,1,4
5207,250000,0,2,73,1,4
5208,250000,0,2,69,1,4
5209,250000,0,2,78,1,4
5210,315000,0,2,85,1,5
5211,129900,1,2,77,1,4
5212,169000,2,2,74,1,4
5213,649000,6,3,176,1,4
5214,344000,0,2,118,1,5
5215,255000,1,1,54,1,4
5216,900000,6,4,215,2,4
5217,450000,1,3,118,2,4
5218,465000,3,3,128,2,4
5219,75000,0,1,48,1,5
5220,370000,2,2,90,1,4
5221,190000,1,2,116,1,4
5222,249000,0,1,70,1,4
5223,185000,2,2,65,1,5
5224,200000,4,3,108,1,2
5227,160000,3,3,102,1,4
5228,185000,3,1,38,1,4
5238,239000,1,2,98,1,4
5240,335000,0,2,92,1,4
5241,260000,0,2,101,1,5
5245,299000,1,2,136,1,4
5246,329000,0,2,133,1,4
5247,590000,0,2,123,2,4
5248,189000,1,2,80,1,3
5250,195000,0,2,80,1,4
5251,199000,3,2,112,1,4
5252,349000,2,3,120,2,4
5254,150000,2,0,29,1,4
5255,315000,2,2,126,1,5
5256,229000,1,2,87,1,4
5258,159000,2,2,75,1,4
5259,255000,1,2,90,1,4
5260,295000,1,2,110,1,4
5261,345000,7,1,63,1,5
5262,179000,3,2,111,1,4
5263,1590000,7,3,248,3,5
5265,260000,1,1,71,1,4
5266,169000,3,2,70,1,4
5267,400000,4,2,100,1,4
5268,167500,3,1,48,1,5
5271,250000,6,2,100,1,1
5272,220000,0,2,95,1,5
5276,250000,1,3,101,1,2
5277,200000,9,1,50,1,0
5278,187500,2,1,62,1,4
5281,500000,1,2,104,1,5
5282,219900,2,2,94,1,5
5284,795000,1,2,88,2,4
5285,359000,2,3,147,1,5
5286,125000,3,1,51,1,5
5289,215000,3,2,84,2,4
5290,289000,1,3,97,1,4
5292,159000,6,1,35,1,3
5296,145000,2,3,125,2,4
5297,298000,4,1,114,1,4
5298,289000,2,2,85,1,4
5301,435000,1,2,120,2,4
5304,139000,0,3,111,1,4
5308,89000,4,1,26,1,2
5309,209000,0,2,97,1,4
5313,219000,4,1,55,1,4
5314,545000,2,2,107,2,5
5315,605000,1,3,154,2,4
5321,215000,2,2,85,1,4
5324,280000,3,2,93,1,4
5325,275000,5,1,90,1,4
5326,260000,3,3,121,1,0
5327,119000,1,3,87,1,0
5328,139000,2,0,38,1,4
5331,234000,7,1,53,1,5
5334,695000,2,3,175,3,4
5335,269900,3,2,85,1,0
5338,575000,2,3,120,1,5
5339,165000,2,1,61,1,2
5340,179000,2,1,73,1,5
5341,205000,9,2,91,1,0
5342,239000,2,2,98,1,4
5343,229000,8,2,112,1,5
5346,165000,8,0,45,1,4
5348,375000,3,2,280,2,5
5349,375000,6,2,82,1,5
5350,190000,0,2,96,1,0
5351,420000,4,2,82,1,5
5352,375000,4,2,96,1,5
5353,250000,4,1,61,1,5
5354,330000,2,2,95,1,5
5356,400000,6,2,85,1,5
5357,319000,0,3,170,1,4
5359,365000,3,2,120,1,2
5360,695000,4,2,123,1,4
5361,415000,3,2,136,1,2
5363,215000,0,2,76,1,4
5364,215000,0,2,76,1,4
5365,274000,1,3,106,1,5
5367,290000,0,4,160,1,4
5368,115000,0,1,75,1,4
5370,220000,2,2,83,1,4
5372,430000,1,2,100,1,5
5375,139000,1,2,55,1,4
5376,295000,1,2,84,1,4
5377,397500,0,2,135,1,5
5378,175000,2,2,75,1,3
5379,305000,4,2,99,1,0
5382,187500,2,1,61,1,4
5383,99000,0,2,98,1,4
5384,160000,4,2,84,1,4
5386,595000,1,3,189,3,5
5387,125000,1,4,137,1,4
5390,655000,3,3,155,2,4
5394,325000,0,2,84,1,4
5396,375000,0,2,92,1,4
5400,329000,1,2,131,1,4
5404,250000,6,2,85,1,4
5406,120000,2,1,75,1,4
5408,225000,3,2,100,1,4
5410,310000,6,3,113,1,4
5411,119000,2,2,105,1,4
5412,134000,1,2,119,1,4
5413,129000,1,2,108,1,4
5414,129000,1,2,113,1,4
5415,197000,0,2,98,1,4
5417,695000,0,3,110,2,4
5419,155000,1,2,96,1,4
5420,245000,4,2,87,1,4
5421,269000,4,3,134,1,4
5422,175000,3,2,65,1,5
5423,215000,2,0,41,1,4
5424,249000,2,2,80,1,4
5425,179000,11,0,32,1,0
5428,175000,2,1,54,1,4
5429,490000,2,2,116,1,5
5433,165000,3,2,83,1,0
5434,289000,2,2,130,1,4
5435,765000,0,2,90,1,4
5436,322000,0,1,86,1,4
5437,155000,4,2,74,1,0
5440,320000,0,3,108,1,5
5442,309000,2,2,96,1,5
5443,549000,3,4,180,1,4
5444,210000,11,2,90,1,0
5445,320000,2,2,93,1,5
5446,185000,0,2,70,1,0
5450,379000,2,2,93,1,5
5453,215000,1,1,110,1,5
5454,477500,2,3,98,1,5
5455,477500,2,3,98,1,5
5457,82900,2,1,32,1,4
5458,155000,2,1,64,1,4
5460,185000,0,1,72,1,4
5462,295000,0,2,82,1,4
5463,320000,0,2,87,1,5
5464,219000,2,2,85,1,5
5466,249000,1,2,110,1,4
5467,159000,2,1,68,1,0
5468,155000,0,1,54,1,3
5469,289000,0,2,85,1,5
5470,345000,2,2,120,1,4
5471,269000,2,2,72,1,4
5472,470000,3,3,108,1,3
5473,329000,5,2,107,1,4
5474,229000,2,2,97,1,0
5475,289000,2,2,77,1,5
5476,110000,0,1,37,1,5
5478,308485,2,3,112,1,5
5479,318270,0,3,124,1,5
5480,253895,2,2,90,1,5
5481,323935,2,3,120,1,5
5482,249000,2,1,67,1,5
5483,225000,7,3,90,1,3
5484,285000,1,3,102,1,5
5485,229000,1,2,76,1,4
5486,195000,5,2,93,1,2
5487,185000,4,2,59,1,5
5488,530000,1,2,105,1,5
5489,235000,1,2,91,1,5
5516,195000,0,2,75,1,5
5517,185000,0,2,75,1,5
5519,185000,0,2,75,1,5
5521,195000,0,2,75,1,5
5523,250000,1,1,62,1,4
5525,338000,0,2,110,1,5
5529,177000,0,2,220,1,4
5530,177000,0,2,220,1,4
5536,207000,0,3,201,2,2
5539,220000,0,2,72,1,4
5540,225000,2,2,108,1,5
5543,139000,1,1,43,1,5
5546,229000,1,2,86,1,5
5549,169000,8,0,41,1,3
5551,87500,6,0,28,1,0
5552,449000,0,2,113,1,5
5554,279000,0,3,136,1,5
5555,235000,3,1,52,1,5
5558,95380,2,1,49,2,0
5559,133592,2,2,70,1,0
5562,415000,0,2,154,1,3
5563,189000,1,1,85,1,5
5565,315000,1,2,95,2,3
5566,375000,0,2,110,1,3
5574,99000,6,0,38,1,2
5575,179500,2,2,79,1,4
5576,149000,2,0,32,1,5
5579,335000,0,1,70,1,0
5581,250000,1,1,75,1,5
5582,525000,2,3,165,2,5
5583,375000,1,3,145,1,2
5584,199000,2,1,50,1,0
5585,299000,0,2,127,1,4
5586,85000,3,0,33,1,4
5588,479000,0,2,164,1,4
5589,295000,1,3,78,1,4
5590,239000,0,2,65,1,5
5591,199000,6,2,89,1,4
5592,280000,0,2,85,1,2
5595,185000,0,1,63,1,5
5596,279000,3,3,86,1,3
5597,235000,1,2,81,1,5
5598,269000,2,2,89,1,5
5600,399000,4,2,109,1,5
5601,240000,2,2,81,1,5
5602,297115,0,2,97,1,5
5603,344000,5,2,73,1,5
5606,245000,3,2,81,1,5
5610,215000,2,2,88,1,4
5611,237000,0,2,96,1,5
5612,299000,3,2,96,1,4
5613,115000,1,1,50,1,2
5614,359000,2,4,175,2,5
5615,220000,3,2,80,1,0
5616,210000,3,3,144,2,2
5617,170000,2,0,50,1,0
5618,170000,1,0,50,1,0
5619,384000,2,2,92,1,5
5620,155000,1,2,82,1,5
5621,595000,2,4,230,2,4
5622,223000,0,1,15,1,5
5623,223000,0,1,15,1,5
5624,545000,8,2,105,1,3
5625,545000,8,2,105,1,3
5626,179000,2,2,71,1,4
5627,490000,2,3,142,1,5
5628,470000,0,3,152,2,5
5629,265000,1,2,96,1,4
5630,229000,1,2,86,1,4
5631,379500,0,3,160,2,5
5633,239000,1,1,55,1,4
5634,599000,3,3,168,1,5
5637,385000,0,1,80,2,5
5638,495000,0,4,157,1,2
5639,380000,0,1,81,1,5
5641,350000,0,1,81,1,5
5643,240000,0,1,60,1,4
5644,925000,1,4,201,2,5
5645,595000,7,1,99,1,5
5646,357000,6,2,95,1,4
5647,205000,0,2,75,1,4
5648,318000,3,1,70,1,5
5649,455000,4,2,90,2,5
5650,475000,2,2,84,1,5
5652,395000,0,2,90,1,5
5653,699000,4,2,144,2,5
5656,299000,0,2,92,1,5
5657,695000,2,3,175,2,4
5659,495000,3,2,95,1,5
5660,269500,1,2,111,1,4
5662,800000,1,4,265,2,2
5663,295000,0,2,110,1,5
5664,800000,1,4,265,2,2
5665,160000,0,1,76,1,4
5667,448000,2,2,92,1,5
5674,374000,2,3,92,1,4
5677,379000,2,2,100,1,3
5679,215000,1,1,65,1,4
5681,220000,1,2,104,1,4
5682,79000,2,0,32,1,5
5683,250000,0,1,77,1,0
5685,1400000,2,3,200,3,5
5686,525000,3,2,80,2,4
5687,300000,3,3,141,1,4
5688,250000,2,2,70,1,0
5691,219000,2,2,90,1,4
5692,640000,0,2,132,1,5
5693,275000,0,2,78,1,4
5694,139000,1,1,52,1,4
5695,240000,1,1,60,1,5
5698,250000,1,1,59,1,5
5701,139000,1,1,51,1,4
5705,260000,3,3,108,1,5
5706,139000,0,2,103,1,4
5707,119000,8,2,74,1,0
5708,185500,2,2,78,1,5
5709,475000,3,3,160,2,4
5710,365000,1,2,98,1,4
5711,289000,2,2,92,1,4
5713,239000,2,1,76,1,4
5714,275000,1,3,110,1,0
5716,380000,7,2,100,1,5
5717,249000,1,2,93,1,4
5719,649000,6,3,176,1,5
5720,399000,6,4,160,2,2
5721,259000,0,1,86,1,5
5722,239500,2,2,98,1,0
5723,899000,2,2,99,2,4
5724,275000,0,2,72,1,4
5726,169000,2,2,88,1,0
5727,595000,7,2,148,2,4
5728,379500,0,3,160,2,5
5729,695000,7,2,167,1,4
5730,699000,7,2,171,1,4
5732,325000,6,2,106,1,2
5733,269000,6,2,88,1,4
5734,98000,6,0,31,1,2
5735,425000,2,2,98,1,5
5741,330000,0,2,87,1,5
5745,325000,0,1,145,1,4
5747,359000,0,2,95,1,5
5750,215000,1,2,65,1,4
5752,207000,1,2,84,1,4
5754,340000,2,2,90,1,5
5757,175000,8,2,75,1,2
5758,225000,4,2,80,1,5
5760,595000,6,1,98,1,5
5761,495000,2,2,143,2,4
5762,165000,3,2,58,1,4
5763,219000,1,1,78,1,4
5766,345000,0,2,97,1,4
5769,450000,0,2,94,1,4
5772,271500,2,2,79,1,4
5774,595000,3,4,185,3,4
5775,165000,3,2,84,1,2
5778,229000,0,1,70,1,0
5780,229000,2,2,85,1,0
5782,189000,6,2,82,1,2
5785,265000,3,1,50,1,5
5787,415000,4,2,132,2,4
5791,425000,3,2,118,1,5
5793,419000,1,3,140,2,5
5794,450000,1,4,285,2,5
5795,419000,2,3,140,2,5
5796,185000,6,3,88,1,0
5797,635000,0,3,200,2,5
5800,299000,2,1,80,1,4
5801,175000,3,0,50,1,4
5802,299000,2,1,80,1,4
5806,320000,0,3,123,1,4
5807,387000,3,3,128,2,4
5816,159500,1,2,84,1,2
5819,282500,6,2,73,2,4
5820,395000,0,3,151,1,5
