,price,floor,bedroomCount,netHabitableSurface,bathroomCount,condition
8864,295000,1,2,80,1,5
8865,620000,0,3,172,2,5
8866,260000,1,0,32,1,5
8867,620000,0,3,172,2,5
8868,550000,1,2,95,1,5
8869,345000,1,2,74,1,5
8870,1100000,3,3,165,2,5
8871,375000,0,1,66,1,5
8872,325000,3,1,83,1,5
8873,320000,2,1,83,1,5
8875,250000,0,2,96,1,5
8876,250000,0,2,96,1,5
8877,455000,1,1,76,1,5
8878,249000,0,2,86,1,5
8880,339000,4,3,130,1,3
8881,275000,0,3,107,2,4
8882,165000,0,1,70,1,4
8883,495000,2,2,95,2,5
8884,195000,2,2,65,1,4
8885,299000,3,1,78,1,4
8886,599000,1,2,180,2,4
8887,785000,3,3,135,2,3
8888,309000,1,2,74,1,5
8889,219000,0,2,96,1,4
8890,199000,2,2,90,1,4
8891,250000,1,3,101,1,2
8892,415000,0,1,55,1,4
8893,309000,3,2,90,1,4
8894,330000,3,2,93,1,4
8895,265000,1,2,100,1,5
8897,359000,4,3,124,2,5
8898,1390000,5,4,235,2,5
8900,610000,0,4,160,2,4
8901,339000,4,3,131,1,5
8902,249000,1,2,70,1,5
8903,229000,2,3,90,1,5
8905,370000,4,2,100,1,5
8906,540000,3,2,120,1,5
8907,265000,3,2,80,1,5
8910,250000,2,2,87,1,4
8911,265000,3,1,63,1,5
8912,239000,1,2,100,1,0
8913,345000,5,1,75,1,5
8914,150000,0,1,30,1,5
8915,170000,0,0,30,1,4
8916,495000,0,1,81,1,5
8917,340000,1,1,43,1,5
8918,260000,3,1,43,1,5
8919,238500,3,1,49,1,5
8920,399000,0,2,95,1,5
8921,975000,1,4,250,3,5
8922,250000,4,2,76,1,0
8923,315000,0,2,115,1,5
8924,139000,4,0,45,1,4
8925,290000,3,3,117,1,5
8926,435000,1,4,230,2,5
8927,199000,2,2,75,1,4
8928,569000,0,3,130,2,5
8929,960000,0,3,205,2,5
8930,359000,3,2,95,1,5
8931,275000,2,2,96,1,2
8932,245000,1,1,65,1,0
8935,335000,1,3,145,2,5
8936,620000,0,4,235,1,2
8939,295000,2,2,92,1,4
8940,599500,0,2,107,2,5
8942,340000,1,2,85,1,5
8943,485000,0,1,45,1,5
8944,398000,0,3,13,1,5
8945,398900,1,2,90,1,5
8947,2295000,2,3,154,3,5
8948,279000,1,2,87,1,3
8949,695000,0,2,168,2,4
8950,250000,2,3,90,1,4
8951,362000,0,3,152,1,5
8952,250000,1,3,105,1,4
8953,249000,2,2,65,1,4
8954,239000,0,1,65,1,2
8955,269000,2,1,82,1,4
8956,290000,1,1,80,1,5
8957,249000,3,2,65,1,4
8958,1299000,6,4,260,3,4
8960,269000,1,3,106,1,5
8961,345000,0,2,97,1,5
8964,665000,2,2,85,2,4
8966,225000,0,1,54,1,5
8968,435000,2,3,143,1,4
8969,210000,0,2,84,1,0
8971,179000,0,1,70,1,4
8972,279000,1,2,120,1,4
8973,249000,5,3,145,1,4
8974,310000,0,3,104,1,4
8975,2350000,0,4,320,2,0
8976,445000,1,3,160,1,4
8980,269000,2,2,85,1,3
8981,725000,1,3,229,2,5
8982,329000,3,2,97,1,3
8985,115000,1,1,45,1,5
8986,449000,1,1,118,1,5
8988,399000,0,2,100,1,3
8989,305000,0,2,72,1,4
8992,450000,4,3,135,1,4
8994,190000,11,3,89,1,2
8997,89000,1,1,44,1,4
8998,490000,0,3,142,2,5
9000,265000,1,1,69,1,4
9001,290000,1,2,114,1,4
9003,745000,8,3,164,3,4
9004,215000,4,2,130,1,2
9006,175000,3,2,91,1,4
9008,299000,0,2,87,1,4
9010,282000,0,2,71,1,4
9012,299000,2,2,80,1,3
9014,1050000,3,2,60,1,5
9015,139000,3,1,48,1,4
9018,315000,0,2,70,1,4
9019,165000,0,2,85,1,4
9020,230000,0,2,161,2,5
9022,555000,5,3,175,1,3
9024,1895000,3,3,287,3,5
9025,270000,4,2,60,1,4
9029,266000,1,2,92,2,5
9032,475000,5,3,147,1,4
9034,349000,2,2,140,1,4
9035,525000,5,3,152,2,2
9037,245000,1,1,61,1,5
9041,445000,4,4,185,2,4
9045,575000,3,2,183,1,5
9047,360000,1,3,136,1,4
9048,295000,2,1,61,1,5
9049,210179,0,1,74,1,5
9050,229350,1,2,80,1,5
9056,299000,1,2,81,1,5
9059,495000,2,2,145,2,5
9061,198000,3,2,85,1,4
9064,249000,2,1,50,1,3
9065,249000,1,1,50,1,3
9067,346000,0,3,123,2,4
9068,295000,3,1,57,1,4
9070,179000,2,2,86,1,4
9071,269000,1,2,160,2,0
9072,175000,1,2,75,1,2
9073,209000,5,2,80,1,4
9074,249000,5,2,90,1,0
9075,395000,0,2,110,1,4
9078,449000,1,2,162,1,5
9079,280000,1,2,105,1,4
9080,240000,3,1,66,1,4
9084,249000,1,3,165,1,5
9086,220000,4,3,190,1,0
9087,297000,0,2,117,1,4
9088,249000,6,1,53,1,5
9089,210000,3,3,98,1,0
9090,210000,1,2,103,1,4
9091,395000,2,1,60,1,5
9094,198000,8,1,55,1,4
9097,245000,1,1,70,1,5
9098,469000,2,3,140,2,5
9102,420000,4,2,113,1,5
9104,190000,0,2,76,1,4
9106,250000,4,2,110,1,4
9107,284000,4,3,115,1,4
9110,319000,0,3,125,1,5
9113,890000,4,4,185,2,5
9114,58000,0,1,53,1,0
9116,77000,0,2,99,1,0
9124,425000,6,2,89,1,4
9125,249000,2,2,84,1,4
9127,198000,0,2,89,1,5
9129,1400000,2,2,100,2,5
9130,335000,2,2,140,1,4
9132,700000,0,3,143,1,5
9133,395000,3,2,108,2,5
9134,240000,4,2,80,1,4
9135,350000,1,2,95,2,5
9136,795000,1,3,100,2,2
9139,199000,0,3,120,2,2
9140,485000,2,3,155,2,4
9143,270000,5,2,90,1,1
9145,363750,4,2,86,1,4
9146,259000,3,3,115,2,5
9147,210000,11,2,80,1,4
9148,379000,2,2,93,1,5
9149,695000,1,2,94,1,0
9150,240000,0,2,95,1,5
9151,299000,1,2,75,1,5
9152,395000,6,1,100,1,5
9153,299000,0,2,90,1,0
9155,180000,1,2,80,1,4
9160,325000,4,2,79,1,0
9164,195000,2,2,111,1,4
9166,340000,2,3,214,1,4
9167,220000,3,2,89,1,1
9171,215000,5,2,64,1,4
9172,170000,5,0,40,1,4
9174,149000,9,1,76,1,0
9176,349000,7,1,90,1,5
9177,249000,2,2,66,1,4
9178,185000,3,2,76,1,4
9180,499000,7,1,51,1,2
9182,212000,1,2,85,1,4
9183,395000,0,2,124,1,2
9184,199000,2,1,74,1,4
9187,220000,0,2,89,1,2
9191,345000,0,2,97,1,5
9193,395000,4,3,109,1,4
9194,99000,0,1,40,1,3
9195,295000,2,1,52,1,4
9196,299000,1,3,127,1,4
9197,195000,2,2,121,1,3
9199,285000,1,3,134,1,5
9200,695000,1,2,87,1,5
9201,795000,1,3,94,2,5
9203,256000,2,3,95,2,4
9204,199000,1,2,120,1,5
9205,109000,0,1,47,1,4
9206,269000,3,1,50,1,0
9207,174000,3,2,114,1,0
9208,285000,1,2,207,2,4
9209,300000,3,2,100,1,4
9211,480000,6,1,90,1,4
9214,209000,3,2,95,1,4
9215,239000,3,2,80,1,4
9217,259000,2,3,108,1,4
9219,399000,2,2,145,1,5
9221,264500,1,2,75,1,5
9223,259000,0,3,95,1,5
9224,59000,5,0,21,1,2
9225,320000,0,3,165,1,5
9226,105000,0,1,50,1,4
9227,109000,3,1,53,1,4
9228,285000,2,3,120,1,4
9230,425000,1,3,128,2,4
9231,399000,3,3,129,2,5
9232,229000,0,2,80,1,5
9234,269000,4,2,130,2,4
9235,375000,1,2,87,1,5
9236,225000,0,2,87,1,5
9237,105000,7,0,35,1,2
9238,835000,0,3,234,3,5
9239,229000,4,2,95,1,4
9241,199000,6,2,111,1,2
9242,175000,2,2,81,1,4
9243,245000,0,2,122,1,4
9244,275000,2,1,75,1,4
9246,215000,0,1,59,1,5
9248,199000,0,2,75,1,4
9252,219000,4,2,85,1,4
9254,316000,7,2,80,1,2
9255,318270,0,3,124,1,5
9256,629000,0,3,220,1,2
9257,139000,2,1,85,1,0
9258,695000,2,2,87,1,5
9260,399000,3,2,117,1,3
9261,234000,1,2,104,1,3
9263,380000,2,3,127,2,5
9264,399000,5,1,60,1,4
9267,310000,2,2,97,1,5
9268,209000,2,1,68,1,0
9271,199000,2,2,81,1,4
9273,349000,4,2,78,1,5
9274,265000,1,1,75,1,5
9275,299000,1,2,70,1,4
9276,189000,5,2,86,1,0
9284,169500,2,2,90,1,4
9286,280000,1,2,74,1,4
9291,275000,0,2,60,1,4
9292,135000,0,2,105,1,4
9294,1070000,0,3,86,1,3
9295,179000,3,2,95,1,4
9296,375000,0,3,110,1,4
9297,260000,3,2,100,1,5
9301,290000,3,2,86,1,4
9302,190000,2,0,32,1,5
9303,274999,7,2,80,1,0
9306,119000,3,1,50,1,3
9308,172500,4,1,57,1,4
9309,175000,3,2,102,1,0
9310,799000,0,5,217,3,4
9311,149000,0,2,88,1,4
9313,209900,2,2,102,1,5
9315,289000,4,2,120,1,4
9316,130000,6,3,96,1,4
9317,109000,5,1,31,1,0
9319,270000,1,3,121,1,4
9320,219000,1,2,84,1,4
9321,219000,1,2,90,1,5
9322,349000,6,1,49,1,5
9324,290000,0,2,224,1,2
9325,158000,16,2,71,1,4
9326,495000,3,2,75,1,5
9327,189000,2,3,98,1,5
9329,625000,0,2,78,1,4
9330,625000,7,3,160,1,5
9331,269000,0,3,135,1,5
9333,420000,6,3,93,1,5
9334,150000,1,2,85,1,4
9335,289000,2,2,94,1,5
9336,249800,3,2,95,1,4
9339,225000,0,1,80,1,5
9341,285000,6,2,91,1,4
9343,399000,1,2,125,1,5
9345,295000,1,2,95,1,4
9346,195000,2,3,90,1,4
9348,340000,4,3,100,1,0
9349,189000,4,1,57,1,4
9350,223000,5,2,70,1,0
9353,174000,1,2,85,1,4
9357,250000,6,2,120,1,4
9358,329000,3,2,120,1,0
9359,189000,11,1,75,1,5
9362,140000,2,2,82,1,4
9364,330000,1,3,125,1,5
9365,320000,1,3,121,1,5
9367,189000,0,1,52,1,0
9368,189000,1,2,63,1,4
9369,189000,2,2,63,1,4
9370,310000,3,3,160,1,4
9371,225000,2,2,73,1,5
9373,399000,2,2,97,1,5
9374,499000,2,3,167,2,5
9375,265000,0,3,183,1,4
9377,224000,5,2,84,1,0
9378,249000,5,2,84,1,0
9379,189000,0,3,76,1,4
9382,214500,2,2,85,1,2
9383,219000,0,2,85,1,2
9384,189000,4,3,86,1,0
9385,185000,1,1,75,1,5
9392,290000,2,2,84,1,5
